SYMBOL,OPEN,LOW,HIGH,CLOSE,LAST
KPRMILL,113.2,111,114.8,112.5,111.1
KRBL,474.35,470.7,477,474.1,474.7
KREBSBIO,136.85,136.6,139.95,138.15,138.45
KRIDHANINF,27.8,26.1,27.8,26.45,27.3
KRISHANA,82.65,82.35,84,82.8,82.8
KRITI,4.9,4.65,4.9,4.8,4.85
KRITIKA,10.95,10.15,11.1,11,11.1
KRITINUT,369.35,360.35,372.95,361.75,360.35
KRSNAA,2.3,2.2,2.3,2.25,2.3
KSB,120,116.05,120,118.05,118.8
KSCL,23.75,22.85,23.85,23.05,23.05
KSHITIJPOL,1098,1065,1129,1076.7,1072
KSL,419,417.55,428,419.2,418.2
KSOLVES,44.75,42.15,45.3,43.05,42.15
KTKBANK,4.8,4.8,5.3,5.3,5.3
KUANTUM,1432.15,1422.25,1481.95,1453.1,1450
L&TFH,64.05,63.1,64.55,63.4,63.15
LAGNAM,2650,2615.05,2670.05,2635.05,2615.05
LAKPRE,353,326,354.7,331.15,330
LALPATHLAB,57.5,56.3,58.55,57.1,57.3
LAMBODHARA,104.8,101.6,106.75,103.2,102.5
LANCER,318.85,310.6,324.8,315.15,314.95
LAOPALA,73.4,71.7,79.3,77.75,78.4
LASA,48.4,45.65,48.4,47.35,47.6
LATENTVIEW,21.7,21.2,22.4,22.25,22
LAURUSLABS,1754.15,1722,1754.35,1722.75,1722
LAXMICOT,171,168.2,173.5,169.9,170.6
LAXMIMACH,1451.25,1451.25,1480,1462.85,1459
LCCINFOTEC,1078.95,1075.6,1119,1090.15,1100
LEMONTREE,186.65,184.85,189,185.2,185.5
LFIC,499,494,513.95,506.9,506
LGBBROSLTD,282.2,280.5,289,286,288
LGBFORGE,360,355,362.15,356.45,355
LIBAS,285.7,277.15,291.3,284,282.65
LIBERTSHOE,1807.2,1767,1848,1779.1,1767
LICHSGFIN,206.2,203,207.05,203.45,204.9
LICI,472,468,486.3,481.25,485
LIKHITHA,26.95,26.1,27.15,26.5,26.65
LINC,222,220.25,224,221.9,222
LINCOLN,59.5,54.35,59.95,55.1,56.15
LINDEINDIA,68.5,67.65,68.85,68.2,68.05
LODHA,341.7,336.1,347,339.8,339.05
LOKESHMACH,157,153,158.45,155.7,156.4
LOTUSEYE,1805,1793,1815.9,1801.5,1799.85
LOVABLE,47.7,47.4,49.8,48.15,48.2
LOYALTEX,73.7,68.8,73.7,70.55,70.55
LPDC,114.55,113.55,117,116.25,114.25
LSIL,1477.7,1450.1,1486.1,1467.3,1479
LT,859.45,842,868,850.75,853
LTI,674,662.8,682.45,666.4,667.45
LTTS,560.95,554.65,573.6,568.9,569
LUMAXIND,392.9,387.15,400,396.55,397.45
LUMAXTECH,114.8,112.05,114.8,113,112.1
LUPIN,3.75,3.7,3.85,3.8,3.85
LUXIND,352.95,336.05,352.95,343.35,344.8
LXCHEM,90.65,89.3,92.5,90.1,90.1
LYKALABS,20.7,20.7,22.6,22.55,22.6
LYPSAGEMS,53.15,50.1,53.15,51.5,51.3
M&M,487,479.05,488.3,484.2,483.1
MAANALU,179.15,179.15,179.25,179.25,179.25
MACPOWER,292.5,290.5,298.95,297.7,298.45
MADHAV,422.9,406.1,422.9,413.4,412.85
MADHUCON,83.65,81.3,83.65,82.35,82.3
MADRASFERT,143.95,143.6,147.9,146,145.2
MAGADSUGAR,77.95,75.2,78.15,76.45,76.25
MAGNUM,72.9,68.3,72.9,68.6,68.5
MAHABANK,5.95,5.95,6,6,6
MAHAPEXLTD,2310,2303.6,2400,2358.8,2361
MAHASTEEL,102.8,95.55,102.8,97,96.2
MAHEPC,380,370,390,384.95,385.2
MAHESHWARI,384.6,382.1,402.65,389.65,389.5
MAHINDCIE,37.9,36.3,37.9,36.55,36.5
MAHLIFE,356.5,351.3,358.8,353.25,355
MAHLOG,499,492,509,503.95,504.75
MAHSCOOTER,24.1,23.4,24.1,23.7,23.85
MAHSEAMLES,12173.15,11934.5,12173.15,12034.25,12035
MAITHANALL,2.6,2.55,2.65,2.6,2.55
MALLCOM,86.95,85.3,87.8,85.8,85.9
MALUPAPER,105.2,101.3,105.8,103.1,103.6
MANAKALUCO,696.1,691.55,721,711.75,712
MANAKCOAT,10.5,10.3,10.65,10.4,10.5
MANAKSIA,24.95,23.55,25,23.9,23.55
MANAKSTEEL,385.45,363.3,425.6,425.6,425.6
MANALIPETC,409,400.95,411.3,404.25,404.8
MANAPPURAM,616,611,618.45,611.6,611.7
MANGALAM,362.9,354.5,370,367.8,367.05
MANGCHEFER,283,271.55,285.8,273,272.5
MANGLMCEM,294.15,291.9,295.75,293.9,294
MANINDS,3171,3160.05,3215.05,3173.05,3170
MANINFRA,994.1,979.5,998,989.8,984.5
MANORAMA,104.05,104.05,108,106.5,106
MANORG,75.5,71.35,75.5,72.75,71.35
MANUGRAPH,154.35,150.4,154.35,152,151.2
MANYAVAR,832.05,781,832.05,787.4,789.8
MAPMYINDIA,6.2,5.7,6.4,5.8,5.8
MARALOVER,12.85,12.55,13,12.85,12.8
MARATHON,1901,1868.25,1912,1876.15,1879.7
MARICO,4615,4560.5,4640.05,4596.8,4590
MARINE,3596.8,3540,3596.8,3565,3560
MARKSANS,1715,1712.55,1790,1767.05,1777
MARSHALL,275.8,267,276.65,274.25,273.35
MARUTI,679.3,677,689.9,687.15,688.75
MASFIN,1719.4,1698,1723.6,1703.1,1700
MASKINVEST,331,328.4,334.7,329.5,329.5
MASTEK,133.05,127.6,134.1,128.3,127.85
MATRIMONY,6.15,5.75,6.15,5.95,5.95
MAWANASUG,1255,1240.5,1274.15,1248.2,1247.9
MAXHEALTH,178.95,174.55,184.2,176,175.3
MAXIND,369.8,364.05,408,380.05,378.5
MAXVIL,42.6,39.55,43,40.1,40.05
MAYURUNIQ,5.65,5.5,5.8,5.55,5.55
MAZDA,50.25,49.25,50.5,49.8,49.7
MAZDOCK,304.15,298,304.15,300,298.5
MBAPL,16.95,15.95,16.95,16.1,16.05
MBECL,18,17.7,18.05,17.85,17.85
MBLINFRA,97,92.25,97.8,94.1,94.95
MCDOWELL-N,70.4,68.75,72.9,70.15,71.4
MCL,101.7,99.8,104.1,100.8,101.15
MCLEODRUSS,77.6,75.55,77.8,75.9,75.7
MCX,303.9,303.65,315,305.8,304.8
MEDICAMEQ,441,428.4,444.85,431.35,432.1
MEDICO,520,516.25,523.75,518.55,518.7
MEDPLUS,4966,4940.05,5059,4969.65,4941.15
MEGASOFT,860,850.1,910,869.65,868.5
MEGASTAR,947.4,934.15,967,941.8,941.4
MELSTAR,695.5,670,710.1,706.6,705
MENONBE,35.3,34.65,36,35.3,35.05
MEP,21.3,21,21.5,21.05,21.35
MERCATOR,18,17.95,18.35,18.1,18.2
METALFORGE,81.5,79.3,81.95,80.05,79.8
METROBRAND,38.4,37.4,38.5,38.05,37.9
METROPOLIS,93.6,91.75,93.6,92.75,92.4
MFL,104.2,100.6,104.65,101.45,101.65
MFSL,148.75,146.05,152.4,148.45,147
MGEL,127,126.2,128.25,127.8,127.5
MGL,378.85,368.1,384.95,371,372.45
MHLXMIRU,92.45,91.3,93.75,91.9,91.7
MHRIL,84.7,82.05,85.85,82.5,82.8
MICEL,1324,1270.65,1324,1286.95,1275.05
MIDHANI,553.95,548.25,556.7,551.95,553.9
MINDACORP,15.45,14.65,15.45,14.85,14.75
MINDTECK,1427.2,1399.95,1427.2,1414.45,1418.5
MINDTREE,1377.95,1340,1377.95,1347.05,1348
MIRCELECTR,66.9,64.3,66.9,64.7,64.9
MIRZAINT,222.15,218.05,224.7,223.45,223
MITCON,508.25,508,519.3,515.55,516.55
MITTAL,31.65,31.45,32.25,31.6,32.1
MMFL,49.35,49.05,51.35,50.15,50.2
MMP,29,28.4,31.9,30.45,30.25
MMTC,8665,8592,8785.45,8649.55,8664
MODIRUBBER,750.05,738.4,766.95,755.1,750.5
MODISONLTD,123.2,123.2,123.2,123.2,123.2
MOHITIND,1658.5,1631,1667.95,1638.4,1638
MOIL,625.25,620.2,633.55,627.85,631.35
MOKSH,86.5,85.65,88.45,87.05,86.9
MOL,420,414.05,435.9,429.15,428
MOLDTECH,83.5,81.7,83.9,82.45,82.5
MOLDTKPAC,184.8,179.6,189.45,183.1,182
MONARCH,477.85,475.1,486.6,479.65,479.35
MONTECARLO,618.75,608.05,619,612.15,610.6
MORARJEE,616.9,616.05,643.8,623.75,624.75
MOREPENLAB,920,900.05,920,909.7,913.95
MOTHERSON,3.5,3.25,3.5,3.3,3.3
MOTILALOFS,19.85,19.15,20.2,19.4,19.4
MOTOGENFIN,831.25,824,842,827.15,827.1
MPHASIS,27.35,25.9,27.35,26.05,26
MPSLTD,28,27.95,29.35,28.55,28.75
MRF,1325.25,1310,1330.8,1318.1,1319.6
MRO-TEK,941,920.4,960.5,930.7,928
MRPL,137.7,137.7,143,140.15,142.95
MSPL,592.15,590.5,610.55,600.6,602
MSTCLTD,36.55,34.2,36.75,34.8,34.9
MSUMI,225.65,225,225.65,225.65,225.65
MTARTECH,2.5,2.4,2.5,2.4,2.4
MTEDUCARE,110.2,108,112.9,108.9,108.2
MTNL,15.75,15.1,15.75,15.7,15.7
MUKANDLTD,1.15,1.15,1.2,1.15,1.15
MUKTAARTS,4.15,4.15,4.35,4.35,4.35
MUNJALAU,916.4,881.1,924.9,892.1,892
MUNJALSHOW,1575,1540,1595,1584.85,1579.2
MURUDCERA,1601.95,1576.75,1618.3,1590.05,1586.2
MUTHOOTCAP,747,729.45,751.6,739.5,740
MUTHOOTFIN,36.7,34.45,37.1,35.1,35.15
NACLIND,779.75,779.75,792.2,782.7,784.1
NAGAFERT,152.25,146.15,153,150.35,150.8
NAGREEKCAP,276,270.2,278,272.85,272
NAGREEKEXP,11.9,11.85,12.5,11.95,12
NAHARCAP,232.7,228.05,237.9,230.4,229.5
NAHARINDUS,208.7,207.1,211.55,208.85,208.95
NAHARPOLY,141,137.05,141,139.25,140.95
NAHARSPING,3345.9,3273.5,3348,3323.65,3318
NAM-INDIA,17.75,17.15,18.05,17.25,17.15
NATCOPHARM,331.55,325,354,346.55,347
NATHBIOGEN,65,65,69.3,68.2,69.3
NATIONALUM,11.8,11.55,11.9,11.75,11.75
NATNLSTEEL,802.2,796.2,823,816.85,816.9
NAUKRI,167.1,161.9,167.1,162.7,162.4
NAVA,36,34.9,36.05,35.55,35.65
NAVINFLUOR,79.25,74,79.25,74.2,74.2
NAVKARCORP,71.8,69.25,71.8,69.95,70
NAVNETEDUL,18.05,18,18.5,18.05,18
NAZARA,151.75,150.4,152,151.05,150.75
NBCC,14.2,13.8,14.5,14.05,14.05
NBIFIN,119,116.1,119.75,116.65,117.05
NCC,90.65,90.05,90.7,90.15,90.15
NCLIND,859.95,840.3,864,847.15,847
NDGL,347.95,336.7,351.75,347.1,345
NDL,750,712,757.6,715.55,714.85
NDRAUTO,17.3,17.3,18.3,17.9,17.85
NDTV,28.5,27.8,28.6,27.9,28.05
NECCLTD,73.5,71.1,74,71.35,71.35
NECLIFE,705,698.2,716.4,702.7,705.8
NELCAST,27.9,26.35,27.9,26.7,27.2
NELCO,2078,2059,2105.8,2086.6,2086
NEOGEN,656,631,662,659.2,652.3
NESCO,82369.85,81700,82700,82112.35,81880
NESTLEIND,65.25,64.25,67.9,66.05,66
NETWORK18,58.8,57.8,59,58.15,58.2
NEULANDLAB,9.3,9.2,9.4,9.25,9.2
NEWGEN,259.45,256.7,263.4,258.25,258.75
NEXTMEDIA,85.95,85.75,88,87.25,87.7
NFL,1608.9,1575,1618.85,1577.9,1580
NGIL,8.45,8.05,8.5,8.3,8.5
NGLFINE,21.7,21.35,21.8,21.45,21.5
NH,101.1,100.1,102,100.8,100.5
NIACL,34.8,34.05,35.75,34.5,34.15
NIBL,255.3,248.1,255.9,248.95,248.7
NIITLTD,1029.5,1016,1030.05,1020.2,1018
NILAINFRA,75,74.1,75.5,75.2,74.5
NILASPACES,7.7,7.7,8.05,8.05,8.05
NILKAMAL,12.15,11.25,13.15,12.3,11.85
NIPPOBATRY,41,37.15,41,38.65,38.75
NIRAJ,348,340.7,349.2,342.2,341
NITCO,111.6,108.85,112.55,110.5,110.9
NITINSPIN,327,318.8,327.95,319.95,320
NITIRAJ,304,299.75,305.15,301.6,301.85
NLCINDIA,265.05,264.8,273.8,271.75,273.5
NMDC,593.5,588.1,598.95,596.3,594.9
NOCIL,160.45,156.1,161.5,158.2,158.95
NOIDATOLL,72.2,70.9,72.9,72.3,72.55
NORBTEAEXP,4.3,4.3,4.3,4.3,4.3
NOVARTIND,3775,3735,3795.95,3776.15,3786.35
NRAIL,185,183,186.8,185.75,186
NRBBEARING,4683.95,4576,4706.45,4600.5,4595
NSIL,57,56,57.55,56.9,56.9
NUCLEUS,1338.4,1310,1353,1344.4,1353
NURECA,28.55,28.15,28.85,28.3,28.45
NUVOCO,444.45,440,449.65,446.8,446.95
NXTDIGITAL,343.8,331.05,345,335.55,337
NYKAA,27.2,24.1,27.2,25.4,25.2
OAL,21.6,21.2,21.75,21.4,21.4
OBCL,77,74.15,78.05,74.6,74.7
OBEROIRLTY,881.15,861,897.35,866.25,866.1
OCCL,1490,1480.9,1501,1492,1495
OFSS,565.85,558.1,572,562.9,563
OIL,18790,18605,18921.65,18763.65,18752
OILCOUNTUB,68.7,67.2,68.85,67.6,67.65
OLECTRA,1545.95,1509.55,1597.95,1533.45,1521
OMAXAUTO,362,356,363.35,359.5,357
OMAXE,5.1,5.1,5.65,5.55,5.35
OMINFRAL,48.4,47.95,48.75,48.05,48.1
OMKARCHEM,125,122,128.4,122.8,122
ONELIFECAP,1449.55,1411.65,1450,1445.95,1440.55
ONEPOINT,696.05,691.05,719,714.4,714
ONGC,85.1,85,85.95,85.25,85.35
ONMOBILE,22.7,21.25,22.85,21.35,21.25
ONWARDTEC,304.15,294.1,305.85,295.1,296.5
OPTIEMUS,6.3,6.15,6.7,6.35,6.45
ORBTEXP,3.15,3,3.2,3.1,3.15
ORCHPHARMA,2051.6,2031,2090.95,2068.25,2063.2
ORICONENT,405.95,392,409,403.05,400.1
ORIENTABRA,31.2,30.3,31.5,30.8,30.35
ORIENTALTL,23.8,22.55,23.8,22.8,22.7
ORIENTBELL,215,208.35,215,209.45,209
ORIENTCEM,80.55,78.3,80.9,78.85,78.5
ORIENTELEC,68.15,67.8,69.4,68.75,68.7
ORIENTHOT,130.95,126,131.5,129,129
ORIENTLTD,258,253.2,259.5,254.15,254
ORIENTPPR,8,7.85,8.1,8,8
ORISSAMINE,7.1,6.8,7.1,6.8,6.8
ORTEL,683.1,676,685.1,677.4,676
ORTINLAB,415.4,399.5,424.9,402.15,401.65
OSWALAGRO,172,169,173.8,170.45,169.7
PAGEIND,1608,1577.8,1705,1684,1690
PAISALO,399,395.1,403,399.4,398.15
PALASHSECU,879,857.55,879,864.45,860
PALREDTEC,401.5,396,412.5,398.35,397.4
PANACEABIO,417,417,428.9,422.15,421.2
PANACHE,1259,1207.05,1260,1214.8,1221.2
PANAMAPET,494.15,478.55,496.7,481.5,483.5
PANSARI,98.3,96.1,98.3,97.45,98
PAR,908,890.75,915.8,899.15,900
PARACABLES,877.95,870.1,884.25,872.65,877.4
PARADEEP,2935,2905.2,2935,2929.95,2926.45
PARAGMILK,186.3,186.3,190,189.05,189.15
PARAS,14.9,14,15.3,14.45,14.65
PARSVNATH,607.7,598,617.9,601.55,600.1
PASUPTAC,83.75,79.1,84.4,79.9,79.25
PATANJALI,94.85,92.9,94.9,93.55,93.75
PATELENG,34.9,34.9,35.55,35.1,35.25
PATINTLOG,18.4,16.7,18.4,16.8,16.7
PAYTM,14.15,13.55,14.4,13.95,14.1
PCBL,14.5,13.35,14.65,14,14
PCJEWELLER,131.2,127.65,131.85,129.85,130
PDMJEPAPER,111.9,110.35,112.5,110.8,111
PDPL,267.95,260,267.95,260.1,260.05
PDSL,234.4,230.1,247.8,243.3,243.15
PEARLPOLY,157.15,153.6,158.7,156.45,155.5
PEL,340.4,324.2,350,348.65,338.25
PENIND,30,29.6,30.25,29.95,29.8
PENINLAND,32.7,31.4,32.8,31.8,31.4
PERSISTENT,10.1,9.75,10.1,9.8,9.75
PETRONET,595,593.95,605.95,596.5,600
PFIZER,2775,2734,2799,2772.6,2792.9
PFOCUS,1.25,1.25,1.35,1.35,1.35
PFS,23.7,23,23.75,23.35,23
PGEL,42.45,40.3,42.45,40.7,40.75
PGHH,51014.1,50441.55,51392.5,50781.7,50855.7
PGHL,73.85,72.5,74.35,74.1,73.55
PGIL,103.95,91.95,103.95,94.55,93.4
PHOENIXLTD,139.55,136.4,143.4,138.25,136.4
PIDILITIND,149.85,149.1,154.2,151.05,151
PIIND,75.5,68.4,78.2,70.05,68.55
PILANIINVS,282,273.05,283.45,273.9,273.15
PILITA,89.5,89.4,95.15,94.6,94.65
PIONDIST,151.45,150,155.2,151.35,151.95
PIONEEREMB,17.3,16.5,17.3,16.7,16.8
PITTIENG,64,62.8,64.25,64,64.05
PIXTRANS,111.45,109.7,111.75,110.75,110
PKTEA,640,638.95,653.7,641.55,642
PLASTIBLEN,7.5,7.4,7.6,7.45,7.5
PNB,34,31.7,34.3,32.05,32.35
PNBGILTS,1396.3,1372,1404,1376.35,1380
PNBHOUSING,22.6,22.25,22.75,22.4,22.4
PNC,13.8,13.7,14,13.8,13.7
PNCINFRA,704,684,704.75,686.1,686
PODDARHOUS,133.8,133.2,137.3,136.5,136.6
PODDARMENT,96.4,94.1,97.55,97,96
POKARNA,40.7,39.5,42.55,42.2,42.15
POLICYBZR,3.85,3.85,3.85,3.85,3.85
POLYCAB,296,280,302.9,292.9,295
POLYMED,19.75,18.7,19.75,18.85,19
POLYPLEX,826,801.6,827.95,803.05,803.1
PONNIERODE,45.85,45,51.4,50.6,50.65
POWERGRID,199.5,195.7,200.5,197.4,197.5
POWERINDIA,4414,4360.1,4429.7,4372.25,4365
POWERMECH,76.95,73.45,76.95,75,75
PPAP,14.4,14.2,14.4,14.25,14.25
PPL,1046.45,1035,1060,1051.45,1047.4
PRAENG,13866.25,13817.9,13920,13862.4,13900
PRAJIND,4125.2,4102.25,4171.95,4132.75,4168
PRAKASH,445.55,441.8,457.9,446.8,448.9
PRAKASHSTL,1392,1381.05,1401.95,1396.75,1392.05
PRAXIS,2650,2613.65,2667.6,2621.6,2621.5
PRECAM,3004.95,2981.1,3029.55,2994.25,2997
PRECOT,1813.85,1772.75,1834,1786.95,1787
PRECWIRE,8,7.85,8.1,7.9,7.9
PREMEXPLN,172.95,167.05,172.95,168.8,169.95
PREMIER,42.8,42.55,43.2,42.8,42.55
PREMIERPOL,292.45,289.15,298.45,292.9,292
PRESSMN,869.25,850,878.95,853.9,853
PRESTIGE,280,263.65,280,263.65,263.65
PRICOLLTD,220.3,220,242.4,226.6,226
PRIMESECU,36.4,35.45,36.45,35.9,35.85
PRINCEPIPE,61.3,60.5,61.3,60.75,60.6
PRITI,390.8,383.4,394.85,389.6,388
PRITIKAUTO,55.5,53.25,56.95,54,53.5
PRIVISCL,262.25,259.1,264.4,263.55,263.55
PROZONINTU,231.95,220.9,236.9,220.9,220.9
PRSMJOHNSN,258.05,256.5,259,257.65,256.5
PRUDENT,448,439,458,443.55,445
PSB,461,450,461,452.6,454
PSPPROJECT,2581.1,2568.45,2598,2574.6,2575.2
PTC,990,958,993.15,962.25,960
PTL,1850,1805,1864.9,1812.85,1816
PUNJABCHEM,251.25,248.35,255.95,251,250.05
PURVA,214.95,213.25,217.3,213.95,213.95
PVP,3402.3,3365.05,3435,3396.55,3372
PVR,1900,1817.55,1926.15,1822.4,1838
QUESS,220.3,216,220.3,218.2,218
QUICKHEAL,170.4,167.5,171.25,168.5,168.65
RADAAN,15.05,14.55,15.05,14.9,15.05
RADHIKAJWE,426.1,421.1,441.9,438.5,439.05
RADICO,52.45,51.15,52.7,51.65,51.7
RADIOCITY,5.4,5.3,5.45,5.35,5.3
RAILTEL,32.45,31.5,32.45,31.55,31.5
RAIN,109.75,105,110.1,106.2,105.3
RAINBOW,230.45,229.65,234,233.1,234
RAJESHEXPO,90.7,86.2,91.4,88.15,88.4
RAJMET,443,430.3,445.1,436.65,434.05
RAJRATAN,3.7,3.6,3.8,3.65,3.65
RAJRILTD,92.3,90.35,92.35,91.1,91.55
RAJSREESUG,56,51.3,56.35,53.35,53.3
RAJTV,434.9,431.6,442.4,439.75,438
RALLIS,193.9,190.25,196,192.55,192.05
RAMANEWS,98.9,97.5,100.4,99.55,98.1
RAMAPHO,576,575,581.85,577.9,580
RAMASTEEL,174.95,174.9,179.7,179.7,179.7
RAMCOCEM,17.2,15.9,17.45,16.3,16.3
RAMCOIND,1414,1377,1424.35,1383.5,1383.25
RAMCOSYS,22.3,21.65,22.3,21.8,21.65
RAMKY,124.25,123.8,126.4,124.85,124.3
RAMRAT,661,660,670,665.8,665.2
RANASUG,15.2,14.95,15.25,15.1,15.1
RANEENGINE,647.5,628,647.5,634.65,635
RANEHOLDIN,76.65,76.05,77.2,76.85,77
RATEGAIN,30.15,30,30.6,30.05,30.2
RATNAMANI,1210,1139.4,1210,1142.85,1139.4
RAYMOND,91.6,91.6,95.5,91.95,92
RBA,8.1,8.1,8.8,8.8,8.8
RBL,1715,1675,1728,1698.9,1697
RBLBANK,598,582.95,603.55,585.8,585.6
RCF,206.45,201.2,208.9,206.6,208.6
RCOM,1.4,1.4,1.4,1.4,1.4
REDINGTON,36.65,35.85,37.65,36.65,37
REFEX,40.25,39.55,44.6,40.55,40.5
REGENCERAM,212.15,210.2,213.45,211.45,210.9
RELAXO,16,15.75,16.3,15.9,16.05
RELCHEMQ,288.6,288.6,307.3,292.25,302
RELIANCE,107,102.95,116.05,116.05,116.05
RELIGARE,707.3,699.85,711.95,702.3,700.5
RELINFRA,192.35,186.1,192.35,188,188
REMSONSIND,260.3,255.8,263.55,257.8,258
RENUKA,213.3,212.1,221.7,214.05,214.1
REPCOHOME,212,202.2,216.8,208.15,208.5
REPL,24.75,24.4,24.95,24.5,24.6
REPRO,228.5,227.6,235,230.8,232.65
RESPONIND,854,854,871.3,862.45,861.4
REVATHI,280,277.5,284.6,279.5,278.8
RGL,2036.35,2000,2086.9,2067.8,2066
RHIM,123.25,120.8,125.2,122.9,122.9
RICOAUTO,94.5,92.25,95,92.5,92.5
RIIL,1.95,1.9,1.95,1.9,1.9
RITCO,135.6,135,137,136.25,136.5
RITES,157.7,151.45,160,155.4,156.5
RKDL,26.55,26.55,26.55,26.55,26.55
RKEC,988.2,969.2,990.8,974.95,983.6
RKFORGE,188.05,182.55,197.05,190.45,192.15
RMCL,2371.4,2360.1,2394,2382.8,2381
RML,172.05,167.8,185.5,183.75,185
ROHLTD,143.05,140.15,145.3,142.35,143
ROLEXRINGS,225.3,222,227,225.15,224
ROLLT,66,64.35,66.7,65.25,65
ROLTA,220,212.95,222.55,215.9,217
ROML,160.35,155.5,160.35,156.55,156
ROSSARI,444.65,436.1,464.8,448.7,445
ROSSELLIND,139.85,138,140,138.3,138.5
ROTO,890.15,876.65,894.9,880.6,877.5
ROUTE,112.25,108.1,113,110.2,110.5
RPGLIFE,670.2,655,688.9,663.35,662.05
RPOWER,56.8,56.3,57.85,57.45,57.35
RPPINFRA,1149,1120.95,1155,1139.85,1137
RPPL,200,190.1,202.65,193.8,194
RPSGVENT,345.9,345,386.85,380.35,382.5
RSSOFTWARE,18.4,17.65,18.8,18.8,18.8
RSWM,46.9,44.1,47.15,45.05,44.55
RSYSTEMS,204.25,201.3,215.9,210.25,209.95
RTNINDIA,1.85,1.85,1.85,1.85,1.85
