SYMBOL,OPEN,LOW,HIGH,CLOSE,LAST
RTNPOWER,367.5,360.05,368.5,361.15,360.7
RUBYMILLS,272,263.4,273.3,267.95,267
RUCHINFRA,2028,2011,2068.45,2035.45,2044
RUCHIRA,1.3,1.25,1.35,1.35,1.35
RUPA,4.4,4.2,4.4,4.25,4.25
RUSHIL,58,56.25,58.3,56.5,56.5
RVHL,926.75,901,927,914.3,911.2
RVNL,286.75,280.05,290.95,281.95,281.8
S&SPOWER,422.9,405,422.9,411.05,410.5
SABEVENTS,1420,1379.75,1422.6,1383.4,1384
SADBHAV,810,786,847.85,830.2,837.65
SADBHIN,16.5,16.25,16.9,16.5,16.35
SAFARI,36.25,35.25,36.25,35.85,35.7
SAGARDEEP,202.9,192,202.9,193.5,192.5
SAGCEM,485.7,467.1,486.45,469.4,469
SAIL,28,26.8,28.65,27.1,27.6
SAKAR,328.5,316.85,329.45,318.65,318.15
SAKHTISUG,234.65,232.15,245,240.15,240.1
SAKSOFT,49.9,48.55,50.2,49.05,49
SAKUMA,4.4,4.3,4.5,4.4,4.4
SALASAR,249,234,249.9,234.85,234
SALONA,9.2,8.9,9.2,9,9
SALSTEEL,127.9,123.05,128.55,123.55,123.05
SALZERELEC,313.95,308,313.95,309,308.5
SAMBHAAV,493,485.1,506.8,487.05,486.6
SANCO,29,27,29,27.55,27
SANDESH,37.1,36.65,37.45,36.8,36.8
SANDHAR,28.6,27.3,29.95,29.95,29.95
SANGAMIND,6.55,6.55,6.55,6.55,6.55
SANGHIIND,13.15,12.7,13.2,12.75,12.7
SANGHVIMOV,6.7,6.3,6.75,6.5,6.6
SANGINITA,1735.2,1707.6,1810,1720.2,1748.1
SANOFI,29,28.05,29,28.4,28.35
SANSERA,206.55,203,208.75,203.95,205.1
SANWARIA,79.45,77.5,79.85,78.15,78.2
SAPPHIRE,276.35,272.05,287,280.9,281.5
SARDAEN,23.05,22,23.3,22.15,22.2
SAREGAMA,99.6,97.35,99.7,97.75,97.75
SARLAPOLY,14.1,14.1,14.4,14.25,14.25
SASKEN,28.7,28.35,29.05,28.7,28.95
SASTASUNDR,260.1,256,267.95,261.75,263.9
SATHAISPAT,13.3,13.3,13.7,13.35,13.3
SATIA,248,245.1,250.8,245.8,245.1
SATIN,4.2,4,4.2,4.05,4.1
SBC,8.8,8.6,8.95,8.9,8.9
SBCL,767.95,757,767.95,765.8,764
SBICARD,225.95,222,226,223.9,224
SBILIFE,262.6,257.3,268.45,259.3,260
SBIN,52.5,50.25,52.5,51,51
SCAPDVR,231.4,224,231.4,226.05,225
SCHAEFFLER,22.75,22.3,23.25,22.55,22.5
SCHAND,5850,5750.1,5850,5754.6,5760.35
SCHNEIDER,693.7,693.7,710,706.25,700.5
SCI,0.8,0.75,0.8,0.75,0.8
SDBL,1445,1397.65,1454.95,1405.55,1420
SEAMECLTD,831.35,816.3,839.7,819.7,816.85
SECURKLOUD,379,372,379,377.6,377.7
SELAN,49.5,47.75,49.5,48.15,48.45
SELMC,821.45,800.2,835,821.65,820
SEPC,307.95,297.1,311.4,300,303.4
SEPOWER,2.8,2.8,2.8,2.8,2.8
SEQUENT,139.85,136.6,140.6,139.1,138.6
SERVOTECH,132,130.4,133.8,131.45,132.1
SESHAPAPER,8.6,8.4,8.7,8.5,8.45
SETCO,460,446.6,464.85,461.25,463
SETUINFRA,875,859,876,861.3,859
SFL,1207,1185.05,1216.55,1187.9,1187
SGIL,533,520.2,533.8,521.45,521.9
SGL,14.7,14.7,15.05,14.85,14.85
SHAHALLOYS,3300,3272.05,3370.35,3300.15,3307
SHAILY,180.6,178.4,185,182.3,181.25
SHAKTIPUMP,179.1,173.95,180.9,174.5,174.85
SHALBY,120.8,119.3,122.45,119.85,119.8
SHALPAINTS,122.3,117.35,124.5,119.3,119
SHANKARA,1142,1135,1174.65,1143.1,1143
SHANTI,64.95,64,68,66.55,65.5
SHANTIGEAR,319.5,314,323,315.85,314.1
SHARDACROP,735.75,735.75,735.75,735.75,735.75
SHARDAMOTR,8.35,8.2,8.45,8.35,8.25
SHAREINDIA,18.65,18.05,19,18.45,18.35
SHEMAROO,104.55,102.05,104.9,102.55,102.75
SHILPAMED,172.05,172.05,187.5,184.5,186
SHIVALIK,276,275.3,284,280.65,279.5
SHIVAMAUTO,11.2,10.85,11.55,11.1,11.05
SHIVAMILLS,1.75,1.75,1.9,1.85,1.85
SHIVATEX,2620.65,2590,2687,2606.75,2615.1
SHK,147.1,147.1,152.8,148.35,148.6
SHOPERSTOP,24.3,23.1,24.3,23.7,23.3
SHRADHA,64.5,62.25,65,62.8,62.65
SHREDIGCEM,1862.95,1815.25,1924,1890.95,1919.9
SHREECEM,504.95,494.9,504.95,496.35,498.45
SHREEPUSHK,131.35,131.35,134.55,132.85,132.65
SHREERAMA,168.05,164,170,167.5,168.95
SHRENIK,701,690.3,730.9,728.6,729.5
SHREYANIND,22.45,20.05,22.45,21.25,21.05
SHREYAS,355,353.45,376,359.15,358.8
SHRIPISTON,435.9,429.7,437.45,434.75,436
SHRIRAMCIT,780,780,809,796.75,795
SHRIRAMPPS,1245,1241,1264.9,1245.55,1247.95
SHYAMCENT,161.95,155.55,165.2,156.85,157.1
SHYAMMETL,358.2,349.5,361.65,350.65,350
SHYAMTEL,831.05,811,838.6,812.65,814
SIEMENS,37.25,36.6,37.7,37.05,37
SIGACHI,121.15,118.1,121.95,119.95,120
SIGIND,159.85,154.85,159.9,155.95,156.3
SIKKO,142.6,138.25,142.85,138.9,139.5
SIL,773.25,757,778.85,762.85,763
SILGO,62.2,62.2,65.5,63,63
SILINV,66.95,65.4,67.35,65.85,65.85
SILLYMONKS,20870,20740.65,21131.65,21075.65,21020
SILVERTUC,245,236.6,245,238.25,238.25
SIMBHALS,14.05,13.7,14.2,14,14
SIMPLEXINF,2,1.9,2,1.95,1.9
SINTERCOM,129.75,127,134.6,130.75,131
SIRCA,344.9,332.75,346.15,336.75,336
SIS,773,773,800,774.05,773
SITINET,1752.8,1706,1752.8,1716.35,1715
SIYSIL,77,74.6,78,75.3,75.3
SJS,22.95,22.2,22.95,22.35,22.35
SJVN,284.6,282,287.45,285.45,284.85
SKFINDIA,9.65,9.6,9.7,9.7,9.7
SKIPPER,2769.95,2722.1,2778.05,2740.05,2740.2
SKMEGGPROD,265.05,260,269.4,262.8,264
SMARTLINK,38.75,38.5,39.35,38.7,38.75
SMCGLOBAL,150.5,140.45,152.8,152.7,152.8
SMLISUZU,22,21.65,22.25,21.9,22
SMLT,24.65,24,25.45,24.25,24.5
SMSLIFE,311.15,307.2,319.95,317.75,318.2
SMSPHARMA,29.85,27.25,29.9,28.25,27.75
SNOWMAN,354,341.55,360,351.4,351
SOBHA,20.6,20.1,20.85,20.2,20.1
SOFTTECH,58.35,52.15,58.35,52.7,52.75
SOLARA,83.35,80.55,83.35,82.6,82.5
SOLARINDS,613.7,581.6,615.05,585.25,587.4
SOMANYCERA,414.3,412.05,418.35,414.65,412.5
SOMATEX,1.85,1.7,1.85,1.75,1.75
SOMICONVEY,465.5,455,468.9,458.55,461.4
SONACOMS,423.1,422.05,435.85,429.5,428
SONAMCLOCK,32.9,32.3,32.95,32.6,32.6
SONATSOFTW,4529.9,4485.05,4598,4509.35,4485.1
SOTL,70.15,70.15,72.75,70.8,71
SOUTHBANK,109.1,108,113,112.15,113
SOUTHWEST,131,127.6,134.45,131.65,131.45
SPAL,77,76.1,79.75,78.9,79
SPANDANA,793.55,775.2,795.95,779.15,776
SPARC,122.1,120.2,127.7,121.65,120.75
SPCENET,651.3,650.3,677.95,669.5,672
SPECIALITY,87.15,87.15,88.85,88,88
SPENCERS,35.55,34.6,35.55,34.9,34.95
SPIC,632.95,632.95,647.45,641,641.3
SPICEJET,172.95,168.2,175.8,174.3,174.55
SPLIL,416.1,410.6,426.4,416.1,415.75
SPLPETRO,3874.6,3810,3884.65,3827.25,3826.3
SPMLINFRA,557,542.7,557,546.1,548
SPORTKING,7.4,7.3,7.65,7.35,7.5
SPTL,45.2,44.05,45.2,45,45
SREEL,462.95,456.3,465.75,460.5,459.15
SRF,37.15,36.6,39,38.2,37.55
SRHHYPOLTD,517,501.05,518.85,505.6,504.8
SRPL,290,281.6,292.1,287.6,289.9
SSWL,3.4,3.3,3.4,3.35,3.4
STAR,229.55,226.85,239.75,236,235
STARCEMENT,2526,2464.2,2529.95,2496.85,2488
STARHEALTH,752,742,783.95,747,747
STARPAPER,82.75,80.1,82.75,80.65,80.3
STARTECK,776.05,760.2,789.95,766.5,763.2
STCINDIA,319,309.05,319.5,312.4,310.85
STEELCAS,109.4,106,110,107.15,106.25
STEELCITY,719,710.1,722.45,713.65,711.45
STEELXIND,195.95,195.25,201,197.8,195.4
STEL,138.9,131,138.9,131.1,131
STERTOOLS,84.5,83.65,88.8,87.7,88
STLTECH,443,432.85,443,436.75,437
STOVEKRAFT,60.5,57.6,60.6,57.9,58
STYLAMIND,13.1,12.85,13.1,12.95,12.9
SUBCAPCITY,128.1,125.15,132.45,126.1,126
SUBEXLTD,210,199.05,219.75,219.75,219.75
SUBROS,171.5,168.25,173,169.3,169.25
SUDARSCHEM,670,670,700,676.5,677
SUMEETINDS,1103.25,1066.8,1114.15,1076.5,1079.7
SUMICHEM,136.05,135,136.05,136.05,136.05
SUMIT,32,31.5,32.2,31.6,31.65
SUMMITSEC,373,364,374,365.85,365.05
SUNCLAYLTD,414.6,410.5,418.8,414.95,415.6
SUNDARAM,6.25,5.95,6.5,6.05,6.25
SUNDARMFIN,500.4,500.1,509,508.05,508
SUNDARMHLD,12.8,12.15,12.8,12.6,12.6
SUNDRMBRAK,615.8,601.1,622.8,606.6,610
SUNDRMFAST,4444.8,4400,4499.9,4484.6,4490.9
SUNFLAG,2.9,2.8,2.9,2.9,2.9
SUNPHARMA,2212.7,2195.15,2247,2211.8,2217.5
SUNTECK,97.4,93.85,98.4,94.8,96
SUNTV,345.05,338,349.55,339.05,338.2
SUPERHOUSE,930.1,907,933.9,915.55,919.7
SUPERSPIN,83.75,81.9,84,82.35,82.5
SUPRAJIT,956.85,951.5,973.75,968.4,968
SUPREMEENG,399.95,392,403.25,394.65,393.7
SUPREMEIND,538.7,531.5,551,537.35,539.9
SUPREMEINF,243,237.1,249,246.85,247
SUPRIYA,10.25,10.2,10.65,10.3,10.25
SURANASOL,326.5,323.05,328.7,325.15,325
SURANAT&P,1.8,1.7,1.8,1.8,1.8
SURYALAXMI,2029,1965,2029.4,1975.55,1982.85
SURYAROSNI,27.9,27.9,27.9,27.9,27.9
SURYODAY,288.7,284.05,291.45,287.2,290.95
SUTLEJTEX,23.4,22.9,23.75,23.1,23
SUULD,11.4,11.05,11.5,11.3,11.4
SUVEN,64,61.6,64.35,61.9,62
SUVENPHAR,467.35,457.5,467.95,461.75,464.55
SUVIDHAA,96.35,94.55,97.85,95.35,95.85
SUZLON,67.95,65.1,67.95,65.8,66
SUZLON-RE,44,43.25,44,43.3,43.25
SVPGLOB,72.5,71.05,74.2,73.4,71.9
SWANENERGY,408,405,411.75,406.95,406.9
SWARAJENG,5.8,5.7,5.85,5.75,5.75
SWELECTES,6.95,6.6,6.95,6.8,6.85
SWSOLAR,1.2,0.9,1.5,1.35,1.45
SYMPHONY,28.65,27.9,29,28.25,28.35
SYNGENE,214.85,209.8,215.2,211.75,213
SYRMA,1655,1612.8,1672.95,1629.15,1625.1
TAINWALCHM,341,315.6,342,321.25,321.6
TAJGVK,299,290.7,302,292.2,292.6
TAKE,855.15,840.7,856.15,844.7,845.7
TALBROAUTO,551.55,544,557.2,549.8,549
TANLA,292.55,283.05,292.55,285.15,285.75
TANTIACONS,89.15,88.4,91.1,88.8,89.9
TARAPUR,193.85,188,195.95,189.25,189
TARC,24.65,24.1,24.8,24.3,24.25
TARMAT,476,472,483.75,474.4,473.1
TARSONS,794,791.25,872.3,812.15,814
TASTYBITE,13.15,13.15,14.35,13.15,13.15
TATACHEM,4.5,4.3,4.5,4.3,4.3
TATACOFFEE,42.95,41.85,43.7,43.3,43.35
TATACOMM,52.5,51.4,52.6,52.35,52.1
TATACONSUM,813.95,786.55,813.95,791.45,794
TATAELXSI,12214,11755,12257.8,11915.65,11870
TATAINVEST,1165,1138.3,1170.7,1151.85,1152.55
TATAMETALI,216.4,212.6,216.4,215.5,215.55
TATAMOTORS,1183,1137.1,1188.2,1165.55,1165
TATAMTRDVR,754.95,749.15,760.2,757.4,756.55
TATAPOWER,8380.65,8293.6,8424.85,8312.85,8335.15
TATASTEEL,2339,2280.1,2339.6,2286.8,2284
TATASTLLP,728.8,718.65,737.55,727.6,726.4
TATVA,396.55,394.55,403.5,399,399
TBZ,192.95,191,195.95,193.7,193.6
TCI,217.95,213.5,218.9,216.15,216.3
TCIDEVELOP,101.1,98.8,101.8,100.1,100.2
TCIEXP,616,604.65,621.9,610.15,607
TCNSBRANDS,2489.5,2480,2510,2498.1,2485.05
TCPLPACK,80.4,79.05,82.85,79.3,79.25
TCS,782.8,775,796,789.2,784
TDPOWERSYS,382.1,382.1,386.15,386,386
TEAMLEASE,1900,1863.55,1908.65,1876.85,1879.9
TECHIN,642.15,627.9,643.1,633.6,642
TECHM,1225.95,1205.95,1229.1,1219.5,1229.1
TECHNOE,3100.75,3052.35,3110,3103.3,3100
TEGA,625,610,636.8,618,618
TEJASNET,3056.15,2990,3056.15,3011.25,3030
TEMBO,10.15,9.65,10.25,10.05,9.85
TERASOFT,1018.85,1003.05,1021,1012.95,1013
TEXINFRA,277.05,276.5,282.95,280.3,282
TEXMOPIPES,536,525.05,546,534.9,535
TEXRAIL,717.4,705.1,730,719.65,719
TFCILTD,94.5,94.5,98.75,97.15,97.45
TFL,48.4,47,48.75,47.55,47.6
TGBHOTELS,61,60.5,61.65,61.2,61
THANGAMAYL,63.2,62.85,64.5,63.55,63.9
THEINVEST,47.85,46.5,48.3,47.55,47.65
THEMISMED,67.35,66.35,68.25,66.65,66.55
THERMAX,9.1,8.7,9.1,8.7,8.7
THOMASCOOK,10.95,10.75,11.5,11.45,11.3
THOMASCOTT,1264.75,1251.05,1290,1269.6,1273
THYROCARE,94.4,90.15,96.5,94.35,93
TI,1012.9,999,1021.55,1007.25,1010
TIDEWATER,2074,2010.25,2074,2043.3,2043.9
TIIL,77.6,76.1,78.15,76.6,76.25
TIINDIA,37.5,37.45,37.5,37.45,37.45
TIJARIA,682,670.5,687.8,674.1,670.65
TIL,101.4,99.1,103.2,100.7,101
TIMESGTY,1046,1021.35,1046,1027.15,1030.8
TIMETECHNO,755.55,711,758.25,712.95,719
TIMKEN,2640,2624.8,2676.45,2666.35,2665
TINPLATE,5.4,4.15,5.4,4.55,4.65
TIPSFILMS,116,109,117,110.25,110.2
TIPSINDLTD,50.15,49.05,50.95,49.35,50.05
TIRUMALCHM,106,103.6,107,103.9,104.15
TIRUPATIFL,3244.8,3092,3245,3110.9,3119.05
TITAN,304.5,297,306.15,302.2,302.25
TMB,330.9,330.9,330.9,330.9,330.9
TNPETRO,1570.55,1535.15,1570.55,1549.45,1549
TNPL,216,211.05,217.45,212.2,212.9
TNTELE,15.4,14.75,15.5,14.95,15.1
TOKYOPLAST,2610,2591,2628,2598.65,2598
TORNTPHARM,468,463.55,469.65,465.45,465.95
TORNTPOWER,99,97,99.15,97.3,97.2
TOTAL,233,229.2,239.4,237.8,238
TOUCHWOOD,8.25,7.65,8.25,7.95,7.95
TPLPLASTEH,96.5,95.35,97.55,96.25,95.35
TREEHOUSE,1588.8,1575.7,1624.9,1589.2,1588
TREJHARA,483,475.4,485.65,479.55,478.55
TRENT,169.9,159,170,160.65,161
TRF,104,98.5,108.45,107.7,108.45
TRIDENT,199,187.15,202.35,192.15,192
TRIGYN,15.6,14.95,16.7,16.7,16.7
TRIL,74.7,69.05,74.7,70.35,69.75
TRITURBINE,1422.95,1396,1438.6,1401.65,1400.7
TRIVENI,183.35,183.35,183.35,183.35,183.35
TRU,36.6,36,36.7,36.05,36.25
TTKHLTCARE,101,99.5,101.85,100.25,99.55
TTKPRESTIG,52.55,51,52.9,51.65,51.2
TTL,267.4,256.5,267.6,257.5,257.85
TTML,275.75,272.1,289,286.35,285.4
TV18BRDCST,61.7,58.8,64.7,60.05,60
TVSELECT,986.95,960.15,990,968.35,960.15
TVSMOTOR,980.85,963.6,1008,969.35,975.95
TVSSRICHAK,89.75,85.1,89.75,85.7,85.35
TVTODAY,100.9,99,104.75,104.75,104.75
TVVISION,37.6,36.75,37.7,36.95,37.05
TWL,244.8,241.6,248.1,243.65,246.3
UBL,1087.7,1066.6,1096.35,1077.6,1077.65
UCALFUEL,2418.55,2371.5,2432.75,2404.5,2402
UCOBANK,273.5,269,274.95,272,273
UDAICEMENT,2.75,2.75,2.75,2.75,2.75
UFLEX,156.4,154.5,161.95,160.35,161.2
UFO,1669.4,1643.95,1680,1654.9,1658.95
UGARSUGAR,129,126.55,129.25,127.25,127.2
UJAAS,3.15,3.05,3.15,3.05,3.1
UJJIVAN,248.45,244.05,251.95,251.25,251.5
UJJIVANSFB,24.85,24.1,25.1,24.35,24.3
ULTRACEMCO,6172,6101,6216,6181.75,6175
UMAEXPORTS,47.15,47,47.9,47.15,47.1
UMANGDAIRY,59.15,58.5,60.05,58.75,58.5
UMESLTD,4.45,4.05,4.45,4.05,4.2
UNICHEMLAB,363.55,358,367.45,361.05,360.6
UNIDT,319.2,290.9,320,294.15,297.95
UNIENTER,132.85,128.6,132.85,130.1,130.75
UNIINFO,24.75,23.5,24.75,23.55,23.6
UNIONBANK,43.6,42.8,43.85,43.05,43.05
UNITECH,1.95,1.85,1.95,1.9,1.9
UNITEDPOLY,62.4,59.05,64.9,64.9,64.9
UNITEDTEA,292,292,300,295.6,295
UNIVASTU,78.3,76.2,79,76.5,76.2
UNIVCABLES,249,239.55,263,261,260
UNIVPHOTO,645,581.3,649,592.15,584.5
UNOMINDA,561.3,553,569,554.25,553
UPL,675,662.1,676.5,663.9,663.6
URJA,11.25,10.9,11.25,11,11.05
USHAMART,128.6,127.4,133.9,132.45,132
UTIAMC,726.55,710,731.5,726.65,731
UTTAMSTL,3.2,3.1,3.25,3.15,3.15
UTTAMSUGAR,265.65,261.85,267.9,262.8,263.05
V2RETAIL,112.7,108.5,112.7,109.25,109.5
VADILALIND,2517,2494.85,2597,2499.05,2495.05
VAIBHAVGBL,355,343.05,355.9,345.25,344
VAISHALI,99.35,98.25,101,98.65,98.5
VAKRANGEE,35.1,34.3,35.45,34.9,34.95
VALIANTORG,722,711.2,724.85,714.6,713.5
VARDHACRLC,52.45,51.5,52.45,52,52.2
VARDMNPOLY,19.65,19.55,20.3,19.65,19.75
VARROC,313.5,308.6,315.45,312.9,311.95
VASCONEQ,27.65,27.1,27.7,27.3,27.25
VASWANI,21,20.1,21.2,20.4,20.35
VBL,1088.35,1058,1098.95,1067.8,1064
VCL,9.35,8.75,9.5,8.95,9.15
VEDL,292.8,287.35,294.9,293,293
VENKEYS,1949.95,1931,1957.35,1934.65,1934.5
VENUSPIPES,651.45,651.4,684,674.7,680.95
VENUSREM,207,201.25,207,203.15,204.9
VERANDA,354,329.2,359.9,332.5,330
VERTOZ,116.9,113.05,126.55,126.3,123.15
VESUVIUS,1469.9,1450.1,1476.9,1466,1468
VETO,107.65,104.15,107.65,105,105.5
VGUARD,248.7,246.25,254.9,250.95,251
VHL,3092.1,3050,3148.95,3064.05,3090
VIDHIING,384.7,378.1,387.65,380.55,383.5
VIJAYA,425,418.3,432,420.35,420
VIJIFIN,2.4,2.35,2.55,2.55,2.55
VIKASECO,3.35,3.3,3.45,3.4,3.4
VIKASLIFE,4.95,4.85,5,4.9,4.95
VIKASPROP,0.85,0.8,0.9,0.85,0.85
VIKASWSP,2.2,2.05,2.2,2.1,2.15
VIMTALABS,351,342.85,354.8,349.5,348
VINATIORGA,1975.95,1970,1995,1979.1,1979
VINDHYATEL,1404,1388.65,1440,1410.9,1404
VINEETLAB,65.5,63.2,67,63.6,63.8
VINYLINDIA,585,564,594,569.15,566
VIPCLOTHNG,38.35,36.7,38.35,37,36.95
VIPIND,688.4,680.7,694,689.2,690
VIPULLTD,12.55,12.3,12.9,12.4,12.4
VISAKAIND,551.55,541,557.45,547,547.6
VISASTEEL,14.7,14,14.7,14.15,14.2
VISESHINFO,0.65,0.6,0.65,0.6,0.65
VISHAL,23.25,22.5,23.3,22.65,22.85
VISHNU,1889.9,1821.55,1889.9,1829.8,1834.8
VISHWARAJ,17.25,17.05,17.4,17.05,17.1
VIVIDHA,1.3,1.25,1.3,1.3,1.25
VIVIMEDLAB,10.2,9.75,10.2,9.85,9.85
VLSFINANCE,133.1,132.05,135.6,133.55,133.4
VMART,2770.7,2770,2811.3,2803.95,2800.25
VOLTAMP,2662.55,2565,2669,2596.4,2610
VOLTAS,870.7,863,876.55,873.9,873
VRLLOG,605.9,586,605.9,587.55,588.9
VSSL,252.3,247.25,253.5,250.55,252.95
VSTIND,3287,3208.95,3323.55,3241.85,3265.5
VSTTILLERS,2198.9,2166,2255.85,2183.65,2185
VTL,349,347,356,351.95,351.25
WABAG,263,260.2,266.35,261.9,263.6
WALCHANNAG,56.65,55.8,58.9,56.3,56.1
WANBURY,66.5,66.4,69.9,67.05,66.6
WATERBASE,81.1,79.05,81.1,79.6,79.75
WEALTH,254.75,246,269.85,248.5,246
WEBELSOLAR,97.5,95,97.5,95.85,95.95
WEIZMANIND,87.75,83.3,87.75,85,85
WELCORP,244,236.55,250.05,241.65,241.35
WELENT,127.15,124.2,128,124.6,124.9
WELINV,291.9,282.3,293.55,283.7,282.65
WELSPUNIND,75.75,75.5,77.5,76.9,76.6
WENDT,7750,7570.55,7790.95,7661.75,7630.55
WESTLIFE,718.75,713,726.55,721.55,717.9
WEWIN,48.9,44.75,49.35,47.25,48
WFL,173.05,166.55,174.95,172.95,174.95
WHEELS,605.2,605.2,619.85,618.6,619.85
WHIRLPOOL,1582.5,1570.5,1603.45,1579.5,1581.45
WILLAMAGOR,24.9,24.9,24.9,24.9,24.9
WINDLAS,232.3,227.1,233.15,230.1,230.5
WINDMACHIN,36.55,35.5,38,36.35,36.25
WINPRO,5.75,5.25,5.75,5.35,5.35
WIPL,112.55,109.85,113.05,113.05,113.05
WIPRO,387,378.1,392.35,379.1,379.6
WOCKPHARMA,244,239.4,246.05,241.1,241.55
WONDERLA,364.4,363,375.5,372.05,372.25
WORTH,123,119.2,123,119.8,119.2
WSTCSTPAPR,521.7,515.75,533.1,529.1,527
XCHANGING,78.9,76.6,84.8,83.1,82.65
XELPMOC,178.45,169.6,179,171.25,171
XPROINDIA,717.45,685,717.45,688,693
YAARI,35.4,34.8,35.6,35.25,35.5
YESBANK,15.95,15.6,16,15.8,15.8
YUKEN,514,511.6,527.05,520.85,517.8
ZEEL,269.4,266,275.35,273.15,272.6
ZEELEARN,7.2,7.05,7.3,7.1,7.05
ZEEMEDIA,16.95,16.35,17.2,16.55,16.7
ZENITHEXPO,136.95,117.95,136.95,136.95,136.95
ZENITHSTL,5.6,5.35,5.6,5.4,5.45
ZENSARTECH,221.45,215.6,222.95,218.3,218.5
ZENTEC,198.15,194.05,198.5,196.4,196
ZFCVINDIA,10800,10480,10924.05,10583.25,10500
ZODIAC,151,143.15,151.95,144.45,144.7
ZODIACLOTH,93.95,92,94,92.8,92.25
ZOMATO,64.1,61,64.65,61.25,61.7
ZOTA,284.35,277,284.4,278.35,278
ZUARI,178.4,175.5,188.9,187,186.3
ZUARIIND,165.6,163.85,168.7,166.2,167
ZYDUSLIFE,420.6,412.9,423.7,414.75,415.6
ZYDUSWELL,1769,1725,1769,1734.75,1727.05
